Date (UTC),URL,Image,Text,Scrape Date,Alert Type,Ransomware,Victimized Entity,Hashtagged country,Entity in image,Country,Industry
2024-04-22 21:28:00+00:00,https://twitter.com/dexpose_io/status/1782521872292122757#m,https://pbs.twimg.com/media/GLzKHbMWQAAxEvp.jpg,"???? RANSOMWARE ALERT ???? - The Tech Interactive falls victim to 8BASE Ransomware  The group claims to publish data on April 29, 2024, including invoices, personal data, and more. - #DataBreach #DataLeak #InfoSec #CyberThreat #CyberAttack",2024-04-25 08:54:00+00:00,Ransomware,8BASE,The Tech Interactive,,The Tech Interactive (Fog Horn Tower),United States,Commercial & Professional Services
2024-04-16 16:22:00+00:00,https://twitter.com/dexpose_io/status/1780270556673089791#m,https://pbs.twimg.com/media/GLTKgnDWMAImzLJ.jpg,DATA BREACH ALERT   Alleged sale of a large database from Dell  Threat actor offering a database with customer and system data from Dell. Covers purchases worldwide from 2017 to 2024. Includes full address info and details of Dell and Alienware products. Total records: 49 million,2024-04-25 08:54:00+00:00,Data Breach,UNK,Dell,UNK,Dell,United States,Technology Hardware & Equipment
2024-04-13 20:59:00+00:00,https://twitter.com/dexpose_io/status/1779253058549014760#m,https://pbs.twimg.com/media/GLEsjC-WEAAnxLj.jpg,"DATA BREACH ALERT  Alleged sale of database linked to Mossad  Threat actor offers a database containing sensitive information on individuals interested in working for Mossad and the Israeli government. Data includes CVs, photos, and identity cards from 2017 to 2023.  #CyberThreat",2024-04-25 08:54:00+00:00,Data Breach,,Mossad,Israel,Mossad,Israel,Commercial & Professional Services
2024-04-12 23:06:00+00:00,https://twitter.com/dexpose_io/status/1778922620420780192#m,https://pbs.twimg.com/media/GLAAqLRXAAAUE21.jpg,RANSOMWARE ALERT - Notions Marketing falls victim to HUNTERS INTERNATIONAL Ransomware  Group claims to have access to the organization's 337.3 GB of data. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack,2024-04-25 08:54:00+00:00,Ransomware,HUNTERS INTERNATIONAL,Notions Marketing,,Notions Marketing,United States,Consumer Discretionary Distribution & Retail
2024-04-12 22:48:00+00:00,https://twitter.com/dexpose_io/status/1778918211565629454#m,https://pbs.twimg.com/media/GK_7mnOXsAAtf3X.jpg,"RANSOMWARE ALERT ????  Feldstein & Stewart CPAs, LLP hit by PLAY Ransomware  Group claims to publish the organization data on 2024-04-13. including confidential client documents, payroll, accounting, contracts, and finance details.  #DataBreach #DataLeak #InfoSec #CyberThreat ???????",2024-04-25 08:54:00+00:00,Ransomware,PLAY,"Feldstein & Stewart CPAs, LLP",,"FELDSTEIN & STEWART CPAs, LLP",United States,Commercial & Professional Services
2024-04-12 16:02:00+00:00,https://twitter.com/dexpose_io/status/1778815851153568024#m,https://pbs.twimg.com/media/GK-fjAcWwAAr6y3.jpg,RANSOMWARE ALERT - Robeson County Sheriff's Office falls victim to RansomHub Ransomware  The group claims to have access to 1.1TB of organization data and to publish within 6-7 days. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #CyberThreat #CyberAttack,2024-04-25 08:54:00+00:00,Ransomware,RansomHub,Robeson County Sheriff's Office,United States (based on the context of the tweet),Robeson County Sheriff's Office,United States,Commercial & Professional Services
2024-04-12 00:25:00+00:00,https://twitter.com/dexpose_io/status/1778580083923353773#m,https://pbs.twimg.com/media/GK7JIABWoAAIvBy.jpg,DATA BREACH ALERT - Allegedly leaked the database of Integrative Health  Threat actor claims to have leaked the data of Integrative Health. Size: 4.2GB - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack,2024-04-25 08:54:00+00:00,Data Breach,,Integrative Health,,INTEGRANTIVE HEALTH,Germany,Health Care Equipment & Services
2024-04-11 20:19:00+00:00,https://twitter.com/dexpose_io/status/1778518257697497539#m,https://pbs.twimg.com/media/GK6Q4GcaEAALmUY.jpg,"DATA BREACH ALERT - Allegedly leaked the database of Vav?? Detalles  Threat actor claims to have uploaded the Vav?? Detalles database for download. The compromised data includes user IDs, names, email addresses, sales data, registration dates, etc. - #data_breach #data_leak",2024-04-25 08:54:00+00:00,Data Breach,UNK,Vav?? Detalles,UNK,VAV?? DETALLES,Colombia,UNK
2024-04-11 18:19:00+00:00,https://twitter.com/dexpose_io/status/1778488174714458292#m,https://pbs.twimg.com/media/GK51cI8WcAACtJd.jpg,"RANSOMWARE ALERT - Missouri Electric Cooperatives falls victim to Akira Ransomware  Group claims to have obtained organization's database, which includes employee details, business partners, accounting data, etc. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak",2024-04-25 08:54:00+00:00,Ransomware,Akira,Missouri Electric Cooperatives,United States,MISSOURI ELECTRIC COOPERATIVES,United States,Utilities
2024-04-10 23:09:00+00:00,https://twitter.com/dexpose_io/status/1778198694753415478#m,https://pbs.twimg.com/media/GK1uQUHWkAALqGu.jpg,"RANSOMWARE ALERT ????  Nexperia Group falls victim to Dunghill Leak Ransomware  Group claimed data volume : 1000 GB of company data, including quality control, client folders, project data, production instructions, and more.  #DataBreach #DataLeak #InfoSec #CyberThreat ???????",2024-04-25 08:54:00+00:00,Ransomware,Dunghill Leak,Nexperia Group,,NXP Semiconductors (NXP or Nexperia),Netherlands,Technology Hardware & Equipment
2024-04-10 20:10:00+00:00,https://twitter.com/dexpose_io/status/1778153607025557686#m,https://pbs.twimg.com/media/GK1FQWoWoAAW7R0.jpg,DATA BREACH ALERT - Database of Crossdresser Shop allegedly leaked  Threat actor claims to have leaked the data of Crossdresser. Rows: 2.6k Format: CSV - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack,2024-04-25 08:54:00+00:00,Data Breach,UNK,Crossdresser Shop,UNK,CROSSDRESSER SHOP,GERMANY,UNK
2024-04-10 19:48:00+00:00,https://twitter.com/dexpose_io/status/1778148115414933838#m,https://pbs.twimg.com/media/GK1APLwWoAA-hVN.jpg,DATA BREACH ALERT - Database of KlikBCA allegedly leaked  Threat actor claims to have leaked the data of KlikBCA. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack,2024-04-25 08:54:00+00:00,Data Breach,,KlikBCA,,KLIKBCA,INDONESIA,Financial Services
2024-04-10 18:51:00+00:00,https://twitter.com/dexpose_io/status/1778133611604033758#m,https://pbs.twimg.com/media/GK0zD7KXEAAxuxN.jpg,DATA BREACH ALERT - Allegedly leaked the database of Rawlings  Threat actor claims to be selling organization's database and source code. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack,2024-04-25 08:54:00+00:00,Data Breach,,Rawlings,,RAWLINGS,United States,Consumer Durables & Apparel
2024-04-10 14:47:00+00:00,https://twitter.com/dexpose_io/status/1778072412677935249#m,https://pbs.twimg.com/media/GKz4q8AWYAIIq1r.jpg,"RANSOMWARE ALERT ????  Samart Corporation Public Co., Ltd. Allegedly Hit by Akira Ransomware  Threat actors claim access to 300 GB of company data, including sensitive personal documents such as passport scans, NDAs, and customer lists.  #DataBreach #DataLeak #InfoSec #CyberThreat",2024-04-25 08:54:00+00:00,Ransomware,Akira,"Samart Corporation Public Co., Ltd.",,"SAMART CORPORATION PUBLIC CO., LTD",Thailand,Commercial & Professional Services
2024-04-09 23:32:00+00:00,https://twitter.com/dexpose_io/status/1777841972071293376#m,https://pbs.twimg.com/media/GKwpxGKXUAAQ0ee.jpg,"RANSOMWARE ALERT - Process Solutions, Inc. falls victim to BlackBasta Ransomware  Group claims to have obtained 1.0 TB of organization's database, which includes Projects data, CAD, Corporate data, Users data, Personal data, etc. - #data_breach #data_leak #dark_web #DataBreach",2024-04-25 08:54:00+00:00,Ransomware,BlackBasta,"Process Solutions, Inc.",,"Process Solutions, Inc",United States,Technology Hardware & Equipment
2024-04-09 21:01:00+00:00,https://twitter.com/dexpose_io/status/1777804114291769803#m,https://pbs.twimg.com/media/GKwG7bEXUAA9MLP.jpg,"#Database of National Center for Assessment, #Saudi Arabia allegedly kept for sale  Threat actor claims to sell database of the organization, which conducts standardized tests for university admissions. Compromised data includes half a #million records with personal details.",2024-04-25 08:54:00+00:00,Data Breach,,"National Center for Assessment, Saudi Arabia",Saudi Arabia,NATIONAL CENTER FOR ASSESSMENT,Saudi Arabia,Consumer Services
2024-04-09 20:46:00+00:00,https://twitter.com/dexpose_io/status/1777800224553013645#m,https://pbs.twimg.com/media/GKvpvdeWsAAMZBD.jpg,DATA BREACH ALERT - Database of saweria.co allegedly leaked  Threat actor claims to have leaked saweria accounts with balance. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack,2024-04-25 08:54:00+00:00,Data Breach,UNK,saweria.co,UNK,Saweria.co,Indonesia,Media & Entertainment
2024-04-08 22:09:00+00:00,https://twitter.com/dexpose_io/status/1777458662098772170#m,https://pbs.twimg.com/media/GKrNL05WcAA_0B8.jpg,RANSOMWARE ALERT - Paulmann falls victim to HUNTERS INTERNATIONAL Ransomware  Group claims to have obtained 320.7 GB of organization's data. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack,2024-04-25 08:54:00+00:00,Ransomware,HUNTERS INTERNATIONAL,Paulmann,UNK,PAULMANN,GERMANY,Consumer Durables & Apparel
2024-04-08 19:44:00+00:00,https://twitter.com/dexpose_io/status/1777422330911699383#m,https://pbs.twimg.com/media/GKqsKjBXQAAHt-6.jpg,DATA BREACH ALERT - Database of EZ-ELD allegedly leaked  Threat actor claims to have leaked organization's database. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack,2024-04-25 08:54:00+00:00,Data Breach,,EZ-ELD,,EZ-ELD,United States,Transportation
2024-04-08 18:07:00+00:00,https://twitter.com/dexpose_io/status/1777397825753567509#m,https://pbs.twimg.com/media/GKqV327WIAARyc7.jpg,DATA BREACH ALERT - Database of InfoHit allegedly leaked  Threat actor claims to have leaked the website's database. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack,2024-04-25 08:54:00+00:00,Data Breach,,InfoHit,,INFOHIT,Russia,Technology Hardware & Equipment
2024-04-08 16:19:00+00:00,https://twitter.com/dexpose_io/status/1777370816352506315#m,https://pbs.twimg.com/media/GKp9Ty0XsAQoVI8.jpg,RANSOMWARE ALERT - FARMACIA ETTORE FLORIO SNC falls victim to RansomHub Ransomware  The group claims to have obtained the organization's data. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack,2024-04-25 08:54:00+00:00,Ransomware,RansomHub,FARMACIA ETTORE FLORIO SNC,,FARMACIA FLORIO,Italy,"Pharmaceuticals, Biotechnology & Life Sciences"
2024-04-08 08:25:00+00:00,https://twitter.com/dexpose_io/status/1777251504346300864#m,https://pbs.twimg.com/media/GKoQyd6XYAAna4n.jpg,"DATA BREACH ALERT - Database of Bticino Club allegedly leaked  Threat actor claims to have leaked the data of Bticino Club that contain user id, username, email etc. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack",2024-04-25 08:54:00+00:00,Data Breach,UNK,Bticino Club,UNK,BTICINO CLUB,PERU,UNK
2024-04-07 15:18:00+00:00,https://twitter.com/dexpose_io/status/1776992847788433762#m,https://pbs.twimg.com/media/GKkli5iXYAAdtRx.jpg,"DATA BREACH ALERT - Database of Alsaree3 allegedly leaked  Threat actor claims to have leaked the data of Alsaree3 users that contains username, email, password etc. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack",2024-04-25 08:54:00+00:00,Data Breach,,Alsaree3,,"ALSAREE3 (Iraqi organization, if applicable) : ALSAREE3",Iraq,Consumer Discretionary Distribution & Retail
2024-04-07 13:55:00+00:00,https://twitter.com/dexpose_io/status/1776972165868327131#m,https://pbs.twimg.com/media/GKkSqwpXEAEbhlM.jpg,RANSOMWARE ALERT - Tarrant Appraisal District falls victim to MEDUSA Ransomware  Group claims to have access to 217.79 GB of organization data and to publish it within 7-8 days. Sample screenshots are provided on their dark web portal. - #data_breach #data_leak #infosec #dark_web,2024-04-25 08:54:00+00:00,Ransomware,MEDUSA,Tarrant Appraisal District,,TARRANT APPRAISAL DISTRICT,United States,Government and public sector
2024-04-07 13:10:00+00:00,https://twitter.com/dexpose_io/status/1776960700339925140#m,https://pbs.twimg.com/media/GKkINRcW0AEoDxL.jpg,"DATA BREACH ALERT - Database of QUEST App allegedly leaked  Threat actor claims to have leaked the data of Quality Education and Skills Training (QUEST) App that includes login credentials, email and phone number. - #data_breach #data_leak #dark_web #DataBreach #DataLeak",2024-04-25 08:54:00+00:00,Data Breach,UNK,Quality Education and Skills Training (QUEST) App,UNK,QUALITY EDUCATION AND SKILLS TRAINING (QUEST),,UNK
2024-04-07 10:45:00+00:00,https://twitter.com/dexpose_io/status/1776924253721395231#m,https://pbs.twimg.com/media/GKjnFZyXwAAcbCw.jpg,"DATA BREACH ALERT - Database of ProcessMaker allegedly leaked  Threat actor claims to have leaked the data of ProcessMaker that contains user logins, license id, activation code, email, etc. - #data_breach #data_leak #dark_web #DataBreach #DataLeak #CyberThreat #CyberAttack",2024-04-25 08:54:00+00:00,Data Breach,,ProcessMaker,,ProcessMaker,United Kingdom,Software & Services
2024-04-07 08:08:00+00:00,https://twitter.com/dexpose_io/status/1776884631339401636#m,https://pbs.twimg.com/media/GKjDF-cXgAAz7AE.jpg,"DATA BREACH ALERT - Database of SS Automat allegedly leaked  Threat actor claims to have leaked the data of SS Automat(Sistemas y Servicios de Automaci??n) that contains username, email, password etc. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services",2024-04-25 08:54:00+00:00,Data Breach,UNK,SS Automat,UNK,SS AUTOMAT,MEXICO,Capital Goods
2024-04-06 22:52:00+00:00,https://twitter.com/dexpose_io/status/1776744744850268378#m,https://pbs.twimg.com/media/GKhD5gEXIAA7pX6.jpg,RANSOMWARE ALERT - Carrozzeria Aretusa falls victim to RansomHub Ransomware  Group claims to have obtained organization's database. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack,2024-04-25 08:54:00+00:00,Ransomware,RansomHub Ransomware,Carrozzeria Aretusa,UNK,Carrozzeria Aretusa,Italy,Automobiles & Components
2024-04-06 15:46:00+00:00,https://twitter.com/dexpose_io/status/1776637684129079685#m,https://pbs.twimg.com/media/GKfih2vWkAI4boE.jpg,RANSOMWARE ALERT - Madero falls victim to Qilin Ransomware  Group claims to have obtained the organization's data. Sample screenshots are provided on their Dark Web portal. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack,2024-04-25 08:54:00+00:00,Ransomware,Qilin,Madero,,MADERO,CANADA,Materials
2024-04-06 10:46:00+00:00,https://twitter.com/dexpose_io/status/1776562162212782207#m,https://pbs.twimg.com/media/GKed0_lWAAA6jY0.jpg,"DATA BREACH ALERT - New York State Education Department database allegedly leaked  Threat actor claims to have leaked the database of New York State Education Department that includes emails, addresses, phone numbers etc.  - #data_breach #data_leak #infosec #dark_web #DataBreach",2024-04-25 08:54:00+00:00,Data Breach,,New York State Education Department,United States,NEW YORK STATE EDUCATION DEPARTMENT,United States,Commercial & Professional Services
2024-04-06 10:39:00+00:00,https://twitter.com/dexpose_io/status/1776560398218534927#m,https://pbs.twimg.com/media/GKecMbXXcAAL-ow.jpg,"RANSOMWARE ALERT - ON Q FINANCIAL falls victim to BianLian Ransomware  The group claim to have access to 1TB of organization's data, includes personal data, technical data, financial data, operational and business files.  - #data_breach #data_leak #infosec #dark_web #DataBreach",2024-04-25 08:54:00+00:00,Ransomware,BianLian,ON Q Financials,,ON Q FINANCIAL,United States,Financial Services
2024-04-06 09:29:00+00:00,https://twitter.com/dexpose_io/status/1776542710414909810#m,https://pbs.twimg.com/media/GKeMIvFWkAEsYux.jpg,RANSOMWARE ALERT - Better Accounting Solutions falls victim to RansomHub Ransomware  Group claims to have access to 200 GB of organization data and to publish it within 7-8 days. Sample screenshots have been provided on their Dark Web portal. - #data_breach #data_leak #infosec,2024-04-25 08:54:00+00:00,Ransomware,RansomHub,Better Accounting Solutions,,Better Accounting Solutions,United States,Commercial & Professional Services
2024-04-05 13:37:00+00:00,https://twitter.com/dexpose_io/status/1776242873135997214#m,https://pbs.twimg.com/media/GKZ7ak7W4AIOaHp.jpg,RANSOMWARE ALERT - CASIO INDIA falls victim to STORMOUS Ransomware  The group claims to have published the organization's 200+ GB of data within 6?????7 days.  - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack,2024-04-25 08:54:00+00:00,Ransomware,STORMOUS,CASIO India,India,CASIO,India,Technology Hardware & Equipment
2024-04-04 17:22:00+00:00,https://twitter.com/dexpose_io/status/1775936915692265658#m,https://pbs.twimg.com/media/GKVj7cPXUAAd_ep.jpg,"RANSOMWARE ALERT - McAlvain Companies, Inc falls victim to Cactus Ransomware  Group claims access to 175GB of organizational data, including personal IDs, financials, construction projects, agreements, drawings, and more.  #DataBreach #DataLeak #InfoSec #CyberThreat #CyberAttack",2024-04-25 08:54:00+00:00,Ransomware,Cactus Ransomware,"McAlvain Companies, Inc.",,"MCALVAIN COMPANIES, INC",United States,Capital Goods
2024-04-04 16:03:00+00:00,https://twitter.com/dexpose_io/status/1775917221748838494#m,https://pbs.twimg.com/media/GKVTKyYWAAE6eak.jpg,"DATA BREACH ALERT - Database of AMBROSETTI allegedly leaked  Threat actor claims to have leaked the database of The European House-Ambrosetti that contains id, email and password of the customers.  - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services",2024-04-25 08:54:00+00:00,Data Breach,,The European House-Ambrosetti,Europe,The European House-Ambrosetti,Italy,Commercial & Professional Services
2024-04-04 12:37:00+00:00,https://twitter.com/dexpose_io/status/1775865202040340503#m,https://pbs.twimg.com/media/GKUj6i7XMAAcbn4.jpg,RANSOMWARE ALERT - Wacks Law Group falls victim to Qilin Ransomware  Group claims to have obtained the organization's data. Sample screenshots are provided on their Dark Web portal. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat,2024-04-25 08:54:00+00:00,Ransomware,Qilin,Wacks Law Group,,The Wacks Law Group,United States,Commercial & Professional Services
2024-04-04 09:00:00+00:00,https://twitter.com/dexpose_io/status/1775810582408548476#m,https://pbs.twimg.com/media/GKTyBBjXYAA_sLM.jpg,"DATA BREACH ALERT ????  Alleged Sale of Sensia Global Database  Threat actor claims to have obtained full system access of sensiaglobal.com, including databases from Jenkins. They're offering the entire system info and databases for free.  #DataBreach #DataLeak #InfoSec",2024-04-25 08:54:00+00:00,Data Breach,,Sensia Global,,Sensia Global,United States,Energy
2024-04-03 17:23:00+00:00,https://twitter.com/dexpose_io/status/1775574870392234159#m,https://pbs.twimg.com/media/GKQb3sWW4AAT1KA.jpg,"DATA BREACH - Database of MobilBox UK allegedly leaked  Threat actor claims to have leaked the website's database, which is associated with InBox Projects UK, a company that specializes in providing a range of shipping container ideas. - #data_breach #data_leak #infosec #dark_web",2024-04-25 08:54:00+00:00,Data Breach,,MobilBox UK,UK,MOBILBOX,United Kingdom,Commercial & Professional Services
2024-04-02 21:15:00+00:00,https://twitter.com/dexpose_io/status/1775270915741569476#m,https://pbs.twimg.com/media/GKMGP65bQAAX8uC.jpg,"DATA BREACH ALERT ????  Alleged Sale of dr.CAFE COFFEE Database in Saudi Arabia  Threat actor allegedly selling 335,696 records of dr.CAFE COFFEE users in Saudi Arabia. Includes fields like userId, fullName, email, phone, and more.  #DataBreach",2024-04-25 08:54:00+00:00,Data Breach,,dr.CAFE COFFEE,Saudi Arabia,DR.CAFE COFFEE,Saudi Arabia,"Food, Beverage & Tobacco"
2024-04-02 20:09:00+00:00,https://twitter.com/dexpose_io/status/1775254286210941144#m,https://pbs.twimg.com/media/GKL4UUCW4AAwDlU.jpg,DATA BREACH ALERT - Database of Department of Science and Technology (Philippines) allegedly leaked  Threat actor claims to have obtained 100GB of organization's data. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack,2024-04-25 08:54:00+00:00,Data Breach,UNK,Department of Science and Technology (Philippines),Philippines,Department of Science and Technology (Philippines),Philippines,Government and public sector
2024-04-02 18:42:00+00:00,https://twitter.com/dexpose_io/status/1775232229796348220#m,https://pbs.twimg.com/media/GKLjYRIW8AA_dXf.jpg,"DATA BREACH ALERT - Allegedly leaked data from Fincas Revuelta  The threat actor claims to have obtained data from Fincas Revuelta, a Spanish company in the real estate industry. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat",2024-04-25 08:54:00+00:00,Data Breach.,,Fincas Revuelta,Spain,FINCAS REVUELTA,SPAIN,Real Estate Management & Development
2024-04-02 07:32:00+00:00,https://twitter.com/dexpose_io/status/1775063722215555583#m,https://pbs.twimg.com/media/GKJLBaPXwAAJp7t.jpg,DATA BREACH ALERT - Alleged Data Leakage of Elior UK  Threat actor claims to have accessed and leaked the database of Elior UK - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack #CyberRisk #ransomware,2024-04-25 08:54:00+00:00,Data Breach,,Elior UK,UK,ELIOR UK HOLDINGS LIMITED,United Kingdom,Consumer Services
2024-04-02 00:22:00+00:00,https://twitter.com/dexpose_io/status/1774955440771563611#m,https://pbs.twimg.com/media/GKHn052XMAAOl4e.jpg,"RANSOMWARE ALERT ????  Roberson & Sons Insurance Services Hit by Qilin Ransomware  Sensitive data of 2000 customers, including SSN, DL numbers, DOB,  addresses, email & phone numbers, TaxID, and financial information, allegedly compromised. Sample screenshots provided on Dark Web.",2024-04-25 08:54:00+00:00,Ransomware,Qilin,Roberson & Sons Insurance Services,,Roberson & Sons Insurance Services,United States,Insurance
2024-04-01 23:59:00+00:00,https://twitter.com/dexpose_io/status/1774949741182308542#m,https://pbs.twimg.com/media/GKHjWDOXsAAp36j.jpg,DATA BREACH ALERT - Database of HSBC allegedly kept for sale  Threat actor claims to be selling organization's database. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack #CyberRisk #ransomware #financial #data,2024-04-25 08:54:00+00:00,Data Breach,,HSBC,,"HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,",United Kingdom,Financial Services
2024-04-01 23:48:00+00:00,https://twitter.com/dexpose_io/status/1774947046383886482#m,https://pbs.twimg.com/media/GKHg2ocXwAASnNc.jpg,DATA BREACH ALERT - Database of Barclays allegedly kept for sale  Threat actor claims to be selling organization's database and source code. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack #CyberRisk #ransomware,2024-04-25 08:54:00+00:00,Data Breach,,Barclays,,Barclays,United Kingdom,Financial Services
2024-04-01 23:13:00+00:00,https://twitter.com/dexpose_io/status/1774938139326296445#m,https://pbs.twimg.com/media/GKHYyuCW8AAVrWM.jpg,DATA BREACH ALERT - Partridge Venture Engineering falls victim to BLACK SUIT Ransomware  Group claims to have obtained organization's database. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack #CyberRisk #ransomware,2024-04-25 08:54:00+00:00,Data Breach,Black Suit Ransomware,Partridge Venture Engineering,,"PVE, LLC",United States,Capital Goods
2024-04-01 21:05:00+00:00,https://twitter.com/dexpose_io/status/1774906038598181054#m,https://pbs.twimg.com/media/GKG7lfuWkAAU3C4.jpg,"DATA BREACH ALERT - Alleged data sale of G&S Co  A threat actor claims to be selling 131GB of data from G&S Co. The data includes Private Internal Emails, Communication Messages, SRC Codes, Customer Data, Financial Data etc. - #data_breach #data_leak #infosec #dark_web",2024-04-25 08:54:00+00:00,Data Breach,,G&S Co,,"G&S Co., Ltd.",Japan,Commercial & Professional Services
2024-04-01 20:50:00+00:00,https://twitter.com/dexpose_io/status/1774902084887871544#m,https://pbs.twimg.com/media/GKG3-rfXMAA769V.jpg,"RANSOMWARE ALERT - PVZ Anwaltskanzlei Kaufbeuren falls victim to LockBit Ransomware  Group claims to publish organization's data on 09 Apr, 2024. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack #CyberRisk #ransomware",2024-04-25 08:54:00+00:00,Ransomware,LockBit,PvZ Anwaltskanzlei Kaufbeuren,,PVZ ANWALTSKANZLEI KAUFBE,Germany,Commercial & Professional Services
2024-04-01 20:26:00+00:00,https://twitter.com/dexpose_io/status/1774896153064042538#m,https://pbs.twimg.com/media/GKGykYsW0AAv204.jpg,"RANSOMWARE ALERT - PDQ Airspares falls victim to BlackBasta Ransomware  Group claims to have obtained 500GB+ data of organization, which includes corporate data, personal users documents, etc.  - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services",2024-04-25 08:54:00+00:00,Ransomware.,BlackBasta,PDQ Airspares,,PDQ AIRSPARES,United Kingdom,Commercial & Professional Services
2024-04-01 19:05:00+00:00,https://twitter.com/dexpose_io/status/1774875634549875111#m,https://pbs.twimg.com/media/GKGf7xvW0AAWnS9.jpg,DATA BREACH ALERT - Database of Laxmi Narain Dubey College allegedly leaked  Threat actor claims to have leaked organization's database. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack #CyberRisk #ransomware #financial,2024-04-25 08:54:00+00:00,Data Breach,,Laxmi Narain Dubey College,,LAXMI NARAIN DUBEY COLLEGE,India,Commercial & Professional Services
2024-04-01 18:49:00+00:00,https://twitter.com/dexpose_io/status/1774871837677142029#m,https://pbs.twimg.com/media/GKGcNfeX0AAsAuC.jpg,"DATA BREACH ALERT ????  UMAPS Database Allegedly For Sale  Threat actor claims to be selling a 150GB database of Unidad Municipal de Agua Potable y Saneamiento. Compromised data includes sensitive information on drinking water supply, sanitation services, and more.  #DataBreach",2024-04-25 08:54:00+00:00,Data Breach,,Unidad Municipal de Agua Potable y Saneamiento,,UNIDAD MUNICIPAL DE AGUA POTABLE Y S,Honduras,Utilities
2024-04-01 12:47:00+00:00,https://twitter.com/dexpose_io/status/1774780748030984424#m,https://pbs.twimg.com/media/GKFJqIKWcAAnuXp.jpg,RANSOMWARE ALERT - Sisu Healthcare falls victim to INC RANSOM Ransomware  Group claims to have obtained organization's database. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack #CyberRisk #ransomware #financial #data,2024-04-25 08:54:00+00:00,Ransomware,INC RANSOM,Sisu Healthcare,,SISU HEALTHCARE,United States,Health Care Equipment & Services
2024-04-01 06:50:00+00:00,https://twitter.com/dexpose_io/status/1774690755845464401#m,https://pbs.twimg.com/media/GKD3ybOXwAA7G8M.jpg,RANSOMWARE ALERT - Blueline Associates falls victim to INC RANSOM Ransomware  Group claims to have obtained organization's database. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack #CyberRisk #ransomware #financial #data,2024-04-25 08:54:00+00:00,Ransomware,INC RANSOM,Blueline Associates,UNK,Blueline Associates,United States,Capital Goods
2024-03-31 21:36:00+00:00,https://twitter.com/dexpose_io/status/1774551296348963027#m,https://pbs.twimg.com/media/GKB45OMXsAA9pES.jpg,DATA BREACH ALERT - Database of Simcast allegedly kept for sale  Threat actor claims to be selling 40K users data of the organization. - #data_breach #data_leak #infosec #dark_web #DataBreach #DataLeak #Services #CyberThreat #CyberAttack #CyberRisk #ransomware #financial,2024-04-25 08:54:00+00:00,Data Breach,,Simcast,,SIMCAST,United States,Consumer Services
